Country Code,Year,BEEF,PIG,POULTRY,SHEEP,Grand Total
BRA,2008,25.24277844,10.04041994,35.70798467,0.38709478,71.37827783
BRA,2009,26.49758795,10.27960413,35.28322931,0.411695955,72.47211735
BRA,2010,25.05036529,10.63458981,39.26927712,0.401160456,75.35539268
BRA,2011,24.52486816,11.25401956,40.72451481,0.394883592,76.89828613
BRA,2012,24.71357396,11.26987952,39.907439,0.400568561,76.29146104
BRA,2013,26.24776161,11.17610059,37.8014545,0.407545998,75.63286269
BRA,2014,26.46440777,11.68924608,37.95483934,0.407639989,76.51613319
BRA,2015,25.60521329,11.22564971,39.3631624,0.388258967,76.58228437
BRA,2016,25.66069303,11.52827942,39.6,0.389126533,77.17809898
BRA,2017,26.46754275,11.84512796,39.90458789,0.386311507,78.6035701
BRA,2018,26.41720771,12.11591122,39.89586958,0.383622522,78.81261104
BRA,2019,26.11325954,12.47377158,40.04840478,0.381058654,79.01649455
BRA,2020,26.00263154,12.65974387,40.01113272,0.378608257,79.05211639
BRA,2021,26.13604714,12.8202504,39.83002102,0.376272188,79.16259074
BRA,2022,26.21372102,13.00364883,39.88080351,0.373996121,79.47216948
BRA,2023,26.16105634,13.31768052,39.87928072,0.37170895,79.72972653
BRA,2024,26.03202695,13.41203662,39.95158883,0.369738083,79.76539048
BRA,2025,26.02026357,13.45585845,39.9729879,0.367879958,79.81698987
BRA,2026,26.17294663,13.5767941,39.82306729,0.361856493,79.93466451
CAN,1990,24.89209195,20.50646653,25.86520729,0.730405561,71.99417133
CAN,1991,24.34673794,20.27555479,25.83169151,0.764272223,71.21825646
CAN,1992,23.72147578,22.24032912,25.8582039,0.74114821,72.561157
CAN,1993,22.69923619,21.64832991,26.39868372,0.752332884,71.49858271
CAN,1994,23.11781332,22.2636544,28.03369197,0.723221435,74.13838112
CAN,1995,23.20123246,21.79257665,27.78857088,0.713323289,73.49570327
CAN,1996,22.94454737,20.38568141,27.616084,0.664067854,71.61038063
CAN,1997,23.00682546,19.94867814,28.04830569,0.651948044,71.65575733
CAN,1998,23.28368068,22.50277955,28.6064354,0.730094276,75.1229899
CAN,1999,23.70778695,23.57760182,29.80001872,0.753867099,77.83927459
CAN,2000,23.3240591,22.49365324,31.21647474,0.829785698,77.86397278
CAN,2001,22.4189051,22.72339205,32.32502881,0.911196365,78.37852233
CAN,2002,22.33591869,21.8744518,32.61511799,0.910415471,77.73590395
CAN,2003,23.57415561,19.74318813,32.75129096,0.952507759,77.02114246
CAN,2004,22.63740914,20.93767449,32.91918887,0.973777595,77.46805009
CAN,2005,21.93146759,18.09592926,33.12916825,0.982951162,74.13951627
CAN,2006,21.6617472,18.39948784,33.46157152,1.066423447,74.58923
CAN,2007,22.11093112,19.66391463,33.59263105,1.070975244,76.43845204
CAN,2008,21.45689865,18.68658802,33.75759603,1.024720129,74.92580284
CAN,2009,20.43357961,18.48143629,33.25105198,1.013341834,73.17940972
CAN,2010,20.20361322,17.29490265,32.85540204,0.954364265,71.30828218
CAN,2011,19.71388037,16.76719295,31.82889529,0.932547495,69.24251611
CAN,2012,19.8217058,17.461595,31.5427592,0.84875163,69.67481163
CAN,2013,19.5716168,16.37481702,31.88451749,0.879485148,68.71043646
CAN,2014,18.11378712,16.17275452,32.68614426,0.924069666,67.89675556
CAN,2015,16.68019342,17.73553018,34.10655787,0.909873857,69.43215533
CAN,2016,17.36913347,16.94705307,34.81680218,0.930115655,70.06310438
CAN,2017,18.35833987,15.85679995,34.89126476,0.885564286,69.99196886
CAN,2018,18.2022118,15.40090819,34.66854985,0.881422108,69.15309195
CAN,2019,18.29682392,16.73406232,34.75922111,0.882453621,70.67256097
CAN,2020,18.49557028,16.49222351,34.73769919,0.875018356,70.60051133
CAN,2021,18.45390785,15.99394011,34.79375561,0.868279757,70.10988332
CAN,2022,18.42691831,15.2914186,34.86371259,0.861160195,69.44320969
CAN,2023,18.44592679,15.56004135,35.05132895,0.854857956,69.91215504
CAN,2024,18.3896574,16.40787494,35.26321652,0.848435414,70.90918427
CAN,2025,18.29304866,16.17835592,35.39628587,0.854434505,70.72212496
CAN,2026,18.00433953,16.19304668,35.52123425,0.852247194,70.57086766
CHL,1990,13.05055855,7.181992512,7.834900922,0.803579582,28.87103156
CHL,1991,12.68529023,7.067518843,8.698484729,0.922566562,29.37386036
CHL,1992,12.17665885,7.58903629,13.03757516,0.972953309,33.77622361
CHL,1993,13.7168437,8.095115062,15.26416173,0.958001782,38.03412228
CHL,1994,14.66256792,8.75464684,16.79725479,0.7549328,40.96940234
CHL,1995,15.97859376,9.3969349,19.28140009,0.743976852,45.40090559
CHL,1996,16.53234713,9.915240462,20.17224205,0.672408068,47.29223772
CHL,1997,17.60304014,10.58238038,20.01908995,0.783880028,48.98839049
CHL,1998,16.51947005,11.6562679,21.54090209,0.773568364,50.4902084
CHL,1999,15.5135216,12.39212629,21.79369419,0.763660387,50.46300246
CHL,2000,15.68845626,12.69974021,23.95719556,0.696092849,53.04148489
CHL,2001,14.26579036,13.71234801,24.63795104,0.630273166,53.24636258
CHL,2002,14.99560939,13.49797839,23.60698766,0.622726293,52.72330174
CHL,2003,15.57605661,14.28165452,23.72138059,0.559466523,54.13855824
CHL,2004,15.83598942,13.43042722,26.04643213,0.553002805,55.86585157
CHL,2005,16.3078221,13.90731069,25.85892522,0.49203029,56.5660883
CHL,2006,14.49041231,16.29019646,29.514003,0.594604456,60.88921622
CHL,2007,15.5624533,16.77246138,30.41542396,0.587995894,63.33833454
CHL,2008,14.67625139,18.13415306,28.65323316,0.68725467,62.15089228
CHL,2009,14.68215017,17.24068269,27.45104564,0.52287706,59.89675555
CHL,2010,15.38637853,17.64908125,29.0143138,0.465470275,62.51524386
CHL,2011,14.12101753,18.59160727,31.46271999,0.562747837,64.73809262
CHL,2012,14.61315679,19.51296379,31.52899283,0.506083352,66.16119675
CHL,2013,17.04613665,19.57119522,32.09407465,0.450618833,69.16202535
CHL,2014,17.49738918,17.87233324,31.70698066,0.396337258,67.47304034
CHL,2015,16.26352369,17.42687676,33.04632123,0.441271352,67.17799303
CHL,2016,17.75880564,18.66990958,34.74990142,0.436800437,71.61541707
CHL,2017,18.10458512,18.63620014,34.79570807,0.434652611,71.97114594
CHL,2018,17.84037703,18.62411735,34.76124795,0.435770751,71.66151308
CHL,2019,17.8104642,18.63113832,34.81349275,0.436145121,71.69124039
CHL,2020,17.8422967,18.62897199,34.8163273,0.436475482,71.72407148
CHL,2021,17.9249009,18.61983905,34.85094155,0.437476561,71.83315806
CHL,2022,18.03574964,18.6178774,34.93034974,0.438458701,72.02243548
CHL,2023,18.11589166,18.63527637,35.0343899,0.439616358,72.2251743
CHL,2024,18.20515828,18.65460796,35.1379485,0.440619446,72.43833418
CHL,2025,18.26457385,18.68328374,35.24056271,0.441714088,72.63013439
CHL,2026,18.26969581,18.71631452,35.36590636,0.443178955,72.79509565
CHN,1990,0.651737604,15.24728216,,0.811705624,16.71072538
CHN,1991,0.76369423,16.12924261,2.979603409,0.884257776,20.75679802
CHN,1992,1.016618087,17.21191133,3.340659874,0.924094229,22.49328352
CHN,1993,1.27258661,18.3973679,4.178559624,1.002906978,24.85142111
CHN,1994,1.540951251,19.89980778,5.505486025,1.070269957,28.01651501
CHN,1995,1.974277977,20.15175771,6.964079273,1.251366951,30.34148191
CHN,1996,1.965055335,19.75772203,6.160110933,1.287768632,29.17065693
CHN,1997,2.430128508,22.37390694,7.080587929,1.503520748,33.38814413
CHN,1998,2.636022207,24.02332454,7.623622572,1.648866186,35.9318355
CHN,1999,2.779569222,23.99213787,8.023684549,1.756217649,36.55160929
CHN,2000,2.920215949,24.7762441,8.45537561,1.908321673,38.06015733
CHN,2001,2.989221358,25.37831551,8.184650656,2.031900081,38.5840876
CHN,2002,3.181298086,26.2406989,8.20671043,2.190493351,39.81920076
CHN,2003,2.917105949,25.46035577,8.531224024,2.118428759,39.0271145
CHN,2004,2.983659685,25.79951932,8.422993363,2.262052214,39.46822458
CHN,2005,2.990654194,26.93376458,8.998292235,2.334802795,41.2575138
CHN,2006,3.028567228,27.42239521,9.29972868,2.41285836,42.16354948
CHN,2007,3.208183664,25.26853843,9.945490606,2.538053993,40.96026669
CHN,2008,3.204288841,27.35869163,10.55582941,2.517240952,43.63605083
CHN,2009,3.320495237,28.5583283,10.84126815,2.571766259,45.29185795
CHN,2010,3.397767505,29.73782862,10.98680351,2.649248936,46.77164857
CHN,2011,3.343780849,28.87882936,11.12729565,2.614854425,45.96476029
CHN,2012,3.430828414,30.33189811,11.73993939,2.680799011,48.18346493
CHN,2013,3.582934914,31.48504226,11.87616243,2.801115637,49.74525524
CHN,2014,3.694149504,32.29747353,11.4350753,2.830702128,50.25740046
CHN,2015,3.847834662,31.44028499,11.7599882,2.955825099,50.00393295
CHN,2016,4.000618523,30.8265372,12.14345126,3.063364339,50.03397132
CHN,2017,4.067037889,30.78257498,12.27283491,3.075676965,50.19812474
CHN,2018,4.15608671,31.04490607,12.40117885,3.152793708,50.75496534
CHN,2019,4.26319569,31.39764978,12.56348035,3.209458908,51.43378472
CHN,2020,4.351254528,31.62236298,12.72191545,3.344022416,52.03955538
CHN,2021,4.42333346,31.85015183,12.87607497,3.433455535,52.58301579
CHN,2022,4.494812801,32.0818027,13.04804465,3.495340712,53.12000086
CHN,2023,4.552761491,32.35207778,13.22685232,3.562815744,53.69450734
CHN,2024,4.59960832,32.6046122,13.41024837,3.600717141,54.21518603
CHN,2025,4.654985368,32.87661246,13.62193584,3.638500736,54.79203441
CHN,2026,4.716539723,33.14764722,13.80458177,3.683394093,55.35216281
COL,1990,15.01244764,3.026999646,7.677502862,0.333804472,26.05075462
COL,1991,13.5522272,2.971065193,9.778682278,0.302433473,26.60440814
COL,1992,11.55554706,2.983237848,10.29509532,0.296973903,25.13085413
COL,1993,11.62309778,2.909227944,11.0865621,0.31606427,25.93495209
COL,1994,12.31820732,2.880765945,12.23565143,0.310670837,27.74529554
COL,1995,13.12430593,2.895680196,13.39672742,0.329042428,29.74575597
COL,1996,13.46683123,2.726481404,11.33274322,0.277536569,27.80359242
COL,1997,13.87486897,2.179819026,10.47472391,0.296024806,26.82543671
COL,1998,13.6488551,1.630216195,11.91005978,0.269153893,27.45828497
COL,1999,12.58686747,2.213500596,11.53612019,0.265198165,26.60168642
COL,2000,12.90715069,2.123554226,11.69588327,0.304920607,27.03150879
COL,2001,11.92029747,1.960042363,13.61148662,0.279099883,27.77092633
COL,2002,11.36568919,2.120152052,14.47880558,0.254014133,28.21866095
COL,2003,10.59495186,2.350058063,14.82249423,0.292274534,28.05977868
COL,2004,11.55084149,2.40987769,15.01539176,0.308958678,29.28506962
COL,2005,12.66239797,2.360598111,16.16240398,0.345611154,31.53101121
COL,2006,12.85480752,2.704642376,17.78639986,0.240899321,33.58674908
COL,2007,12.22544854,3.251856634,19.13705235,0.237973708,34.85233123
COL,2008,11.89488317,3.161575764,20.61750056,0.21558223,35.88954172
COL,2009,10.88156053,3.228798131,20.57764308,0.232515741,34.92051749
COL,2010,11.67731243,3.533247238,20.85103695,0.210810116,36.27240674
COL,2011,12.32371793,3.983497984,21.37116715,0.208591694,37.88697476
COL,2012,12.63197772,4.575412395,21.94320857,0.206480149,39.35707883
COL,2013,11.99137517,4.992146568,24.77780998,0.185880045,41.94721176
COL,2014,12.33276538,4.945242229,26.05490236,0.184133586,43.51704355
COL,2015,12.14836809,4.932747513,27.05940654,0.200710365,44.3412325
COL,2016,11.72556063,4.697212317,27.03969775,0.217041052,43.67951176
COL,2017,11.69291545,4.705609999,27.29999205,0.222138987,43.92065648
COL,2018,11.66153784,4.635039867,27.52075475,0.221158069,44.03849052
COL,2019,11.61432598,4.641422489,27.75811229,0.22285345,44.23671421
COL,2020,11.57107625,4.69114682,28.01405017,0.224393624,44.50066686
COL,2021,11.55282339,4.732872483,28.2737248,0.225213462,44.78463414
COL,2022,11.5385845,4.72664056,28.57366472,0.226296577,45.06518636
COL,2023,11.52393609,4.746890581,28.86497013,0.227352954,45.36314975
COL,2024,11.50297367,4.792935315,29.17593096,0.228719184,45.70055913
COL,2025,11.48555397,4.841374708,29.49883851,0.229970765,46.05573796
COL,2026,11.48313709,4.873057061,29.81908682,0.231092875,46.40637384
DZA,1990,2.809470075,0.090304395,6.282716047,5.026172838,14.20866336
DZA,1991,2.952443071,0.088121388,6.263397087,5.07036907,14.37433062
DZA,1992,3.013143043,0.086089801,6.248500787,5.341982538,14.68971617
DZA,1993,3.123877581,0.084215133,6.270788362,5.637375396,15.11625647
DZA,1994,3.405964528,0.082504731,6.267538866,5.522880783,15.27888891
DZA,1995,3.269409742,0.080956813,6.149950007,5.480153472,14.98047003
DZA,1996,3.046392201,0.079559796,6.432783532,5.71470537,15.2734409
DZA,1997,2.669992893,0.078293025,6.477576744,5.270391987,14.49625465
DZA,1998,2.907352371,0.077133838,7.193884144,5.279382718,15.45775307
DZA,1999,3.185277517,0.076056626,6.75018811,5.091243575,15.10276583
DZA,2000,3.254909783,0.075039299,6.913877332,5.136023161,15.37984958
DZA,2001,2.437455524,0.074073324,6.769162199,4.958480952,14.239172
DZA,2002,3.216590982,0.073146967,6.767032224,4.951486993,15.00825717
DZA,2003,3.69502721,0.072233615,7.035677541,4.889660067,15.69259843
DZA,2004,4.692658306,0.071304029,7.213286195,5.255777302,17.23302583
DZA,2005,4.713253531,0.070338095,7.194925798,5.449098215,17.42761564
DZA,2006,4.106748193,0.06933471,6.831543026,5.397440483,16.40506641
DZA,2007,4.024870724,0.068297299,6.857749277,5.368050932,16.31896823
DZA,2008,3.88095048,0.067220016,6.774858335,5.005305785,15.72833462
DZA,2009,4.172105422,0.066098353,6.736382539,5.26979003,16.24437634
DZA,2010,3.884986636,0.064934777,6.764316731,5.421221351,16.13545949
DZA,2011,3.58415813,0.063730471,6.686797143,6.47109401,16.80577975
DZA,2012,4.206794815,0.062500952,6.863352353,6.62830604,17.76095416
DZA,2013,4.087870625,0.061278778,6.706098076,6.936548182,17.79179566
DZA,2014,4.207084082,0.060101201,6.509422404,7.074476432,17.85108412
DZA,2015,3.917661544,0.058991815,6.389267322,7.077000957,17.44292164
DZA,2016,3.762140581,0.057955293,6.320594314,7.06162951,17.2023197
DZA,2017,3.893550022,0.056984567,6.298612431,7.077428347,17.32657537
DZA,2018,3.862273942,0.056074847,6.281002829,7.120732663,17.32008428
DZA,2019,3.851887536,0.055218229,6.272146893,7.164316602,17.34356926
DZA,2020,3.867195508,0.054408773,6.268078597,7.199369036,17.38905191
DZA,2021,3.912851752,0.053645289,6.283353209,7.258027253,17.5078775
DZA,2022,3.970144247,0.052927849,6.297584524,7.312858326,17.63351494
DZA,2023,4.018796992,0.052253324,6.315633746,7.366944411,17.75362847
DZA,2024,4.076443588,0.0516183,6.334941688,7.427706962,17.89071054
DZA,2025,4.122443418,0.05101954,6.358787026,7.49192096,18.02417094
DZA,2026,4.162196237,0.050454729,6.385808877,7.558204618,18.15666446
EGY,1990,5.002015168,0.027660913,4.244177067,1.279494557,10.55334771
EGY,1991,5.65437617,0.027041161,4.637212486,1.128795145,11.44742496
EGY,1992,5.548010744,0.039713506,4.74932801,1.149994518,11.48704678
EGY,1993,6.172185338,0.038929686,4.845914138,1.171217919,12.22824708
EGY,1994,6.351916061,0.038189834,5.155954064,1.249493046,12.79555301
EGY,1995,6.099189022,0.03747926,5.736569171,1.268528809,13.14176626
EGY,1996,6.31804418,0.036794981,5.853232368,1.245368589,13.45344012
EGY,1997,6.886000478,0.036136446,7.365657744,1.277438797,15.56523347
EGY,1998,6.94450449,0.094656418,7.14170536,1.28150227,15.46236854
EGY,1999,7.207260365,0.034866631,7.736219933,1.062091211,16.04043814
EGY,2000,7.611045015,0.034243117,7.842551902,0.991587022,16.47942706
EGY,2001,5.360636035,0.033620714,8.016097713,1.01149498,14.42184944
EGY,2002,5.903365045,0.033000177,7.979837738,0.980415523,14.89661848
EGY,2003,6.18151765,0.021592404,8.099919679,0.864803454,15.16783319
EGY,2004,6.9147714,0.021196784,7.987383022,0.693515292,15.6168665
EGY,2005,7.575179352,0.020816064,7.7969505,1.033330789,16.42627671
EGY,2006,8.966324039,0.020452501,8.422235068,1.222954681,18.63196629
EGY,2007,9.22745899,0.030152568,9.34368812,1.462786126,20.0640858
EGY,2008,8.606398998,0.019752806,8.446097377,1.671391302,18.74364048
EGY,2009,9.032545507,0.009696374,9.156360747,1.58622737,19.78483
EGY,2010,9.522069395,0.190148851,9.471363035,1.405151254,20.58873253
EGY,2011,8.914203684,0.167566501,9.820065325,1.344351189,20.2461867
EGY,2012,8.980760183,0.173007755,11.207914,1.35604459,21.71772652
EGY,2013,8.44500605,0.169151223,9.973758733,1.325816871,19.91373288
EGY,2014,8.892642717,0.174146656,9.59771341,1.316370109,19.98087289
EGY,2015,9.256013239,0.153429074,9.443537664,1.279012739,20.13199272
EGY,2016,9.272509072,0.167052941,9.263299743,1.262748897,19.96561065
EGY,2017,9.320743542,0.16668463,9.177056525,1.280147651,19.94463235
EGY,2018,9.280258647,0.165667674,9.157026238,1.298568809,19.90152137
EGY,2019,9.192649194,0.165527548,9.215548138,1.3185734,19.89229828
EGY,2020,9.137366636,0.165563105,9.327129582,1.338140568,19.96819989
EGY,2021,9.128778357,0.164955852,9.285823529,1.356188659,19.9357464
EGY,2022,9.122347085,0.164790216,9.261320301,1.373644771,19.92210237
EGY,2023,9.104225044,0.164547776,9.241524414,1.391477357,19.90177459
EGY,2024,9.071891659,0.164557581,9.228508915,1.409420877,19.87437903
EGY,2025,9.057485758,0.164372581,9.215669034,1.426846834,19.86437421
EGY,2026,9.080570451,0.164205955,9.199111288,1.443204638,19.88709233
ETH,1993,3.010587169,0.014585453,0.592393798,1.00377838,4.621344801
ETH,1994,2.907894518,0.014087936,0.572186946,0.969538992,4.463708393
ETH,1995,2.874003511,0.013627494,0.553485904,0.922476507,4.363593416
ETH,1996,3.163699351,0.01320324,0.536254657,0.893757762,4.606915011
ETH,1997,3.103791783,0.012809299,0.520254623,0.85263952,4.489495225
ETH,1998,3.058642859,0.012438694,0.519235722,0.870070723,4.460387997
ETH,1999,3.144841159,0.012083626,0.504413932,0.831601347,4.492940064
